architecture_name,csv_filepath,b0, b1, b2, b3, b4, b5, b6, b7, b8, b9, b10, b11, b12, b13, b14, b15, b16, b17, b18, b19, b20, b21, b22, b23, b24, b25, b26, b27, b28, b29, b30, b31, b32, b33, b34, b35, b36, b37, b38, b39, b40, b41, b42, b43, b44, b45, num_models, poisoned_model_count, num_erroneous_models,total_error_percent [%], fp_error_percent,fn_error_percent,avg_exec_time,stdev_exec_time, avg_cross_entropy_loss, stdev_cross_entropy_loss 
GruLinearModel, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round6_results\run5\GruLinearModel_log.csv, -6.225255090336459, 0.584700400744724, 0.19094698092273157, 0.15515666225470284, 0.06892102378225838, 0.21965040087797538, -0.29356533028443305, -1.0467166880705954, -1.0120548493371104, 3.224854393014063, 0.6476773171149505, 3.4688040530145403, 1.5606292463044384, -1.3209012726526923, -2.8508405595568536, 1.0366268334587554, 1.5728100665889846, -0.599837374543573, -0.8106762688044642, -3.729416524583221, -0.8655327323986494, 5.215917799801106, -1.65917316012105, -0.06883249741569075, 4.547415326316631, 1.5138181985187487, -4.117758933298266, -1.0665490927209573, 3.3699514693147776, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, -0.016502919059718332, 16, 8, 0, 0.0, 0.0, 0.0, 12.300425682769855, 4.382585221271095, 0.0, 0.0, 
LstmLinearModel, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round6_results\run5\LstmLinearModel_log.csv, -1.3826607525931052, 1.1579641730402954, -3.830065260616677, -1.537089843448256, 1.7360668559278203, 1.1365206952553402, 0.2160885487255486, 0.234304113786594, 2.3099635050631244, 1.9097290900519717, -1.397369121845258, -0.32055235158174533, -1.558499442952691, -1.3808317123021587, 1.765360054665009, -0.4391240270532376, 0.44129515166492933, -2.9227679438249674, 1.1852213362915236, 0.9361013583838566, 1.7235342547698391, 0.8649156207523845, 0.7673287145374849, -2.361297183684313, 1.183370801285292, -0.1649287412528586, 1.663345659613419, 0.5271718351173644, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, -0.04072862462273495, 16, 8, 0, 0.0, 0.0, 0.0, 13.5683203242952, 4.104588200493465, 0.0, 0.0, 
