architecture_name,csv_filepath,b0, b1, b2, b3, b4, b5, b6, b7, b8, b9, b10, b11, b12, b13, b14, b15, num_models, poisoned_model_count, num_erroneous_models,total_error_percent [%], fp_error_percent,fn_error_percent,avg_exec_time,stdev_exec_time, avg_cross_entropy_loss, stdev_cross_entropy_loss 
resnet34, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round3_results\run1\resnet34_log.csv, 1.2819230532116155, 2.5890055282302464, 3.8544384062396606, 3.213553103585558, -7.192824469915914, -5.504399739009844, -5.537575665819587, 1.8931548101120175, 6.2623268762107225, 0.6353297386564924, -1.7609755786425216, -0.1971902053978125, 1.1157140379143407, -0.04536848716197284, 0.16005533410629447, -0.09171245885611845, 58, 30, 16, 27.59, 17.24, 10.34, 8.515107047968897, 1.4299788051643965, 0.5168, 0.341, 
resnet50, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round3_results\run1\resnet50_log1.csv, 0.9380012120777662, -0.9506074773041036, 1.0269776595500104, -0.40913940820870565, -0.3815368086176682, 1.2433481740710426, -0.02109806393105354, -1.1010711661909711, -0.08670967982374922, -0.16041844051214105, 0.40750206761469154, -0.03272400049044097, 0.4524975161952293, 0.19866433027551067, -0.5240952434447776, 0.4272710763743419, 47, 33, 12, 25.53, 21.28, 4.26, 12.533722715574468, 1.7674313992629629, 0.4788, 0.4101, 
shufflenet1_0, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round3_results\run1\shufflenet1_0_log.csv, 0.8238837219972787, 0.0929062778154383, -0.40541651880549, 0.1756687039289354, -0.12709084109222185, 0.15498912069870077, -0.2826761727869988, 0.6510895177624398, -0.5211724149677646, 0.16603896377850785, 0.3721851271763802, -0.7637702006903894, 0.5672849794818466, 0.9861935256730124, -1.3109072930170411, -1.9336061044514665, 52, 30, 14, 26.92, 17.31, 9.62, 5.71529182103964, 0.8117435777390205, 0.5164, 0.4097, 
shufflenet1_5, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round3_results\run1\shufflenet1_5_log.csv, 0.6596483513400105, -0.02688014585502812, -0.20559455697165888, -0.0008948945089391341, -0.07026424942307292, -0.17425745424711972, 0.769009160746552, 0.3537215874474313, -0.679323500917332, 0.12974543053168394, 0.3427678053429573, -0.2520621851035066, -0.9470772794263688, 0.3785336423052392, -0.5333444347317128, -1.0297026054956655, 58, 27, 22, 37.93, 18.97, 18.97, 5.782096570935742, 1.3602676913125942, 0.5863, 0.3303, 
shufflenet2_0, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round3_results\run1\shufflenet2_0_log.csv, 0.39848541688638456, -0.2208805130790106, -0.18175022432891147, 0.3426423655264285, -0.28192386517185347, 1.7271251789800306, -0.574253097306749, 0.12027888754817677, -1.0623035678515063, 1.4986006842483546, -0.7633785978326528, 0.5303427863047391, -1.9487587618175077, 0.911460440517651, -0.4054605619483847, -0.5171305012972071, 52, 22, 11, 21.15, 7.69, 13.46, 7.730022412080031, 1.2298835632876948, 0.4623, 0.4371, 
squeezenetv1_0, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round3_results\run1\squeezenetv1_0_log.csv, 1.1458574532398456, -2.5368462734705854, 1.3027398372582089, 0.3086040191247248, 1.484512592445054, -0.22323627585579797, -0.9049485871431956, -1.6196187978295213, -0.6790040720789577, 0.0, 0.2550359260549927, 0.5190180803001816, 0.5190180803001816, 0.2550359260549927, 0.32228335084438076, 0.0, 5, 3, 0, 0.0, 0.0, 0.0, 5.440352535247802, 0.8432410549089903, 0.0, 0.0, 
squeezenetv1_1, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round3_results\run1\squeezenetv1_1_log.csv, 10.34332516346571, 0.18516808907114668, 1.9984014443252818e-15, -1.6276772246666669, 4.245688497070319, -8.372322775333325, -0.3677920992926139, 1.2164518325192857, 1.3343244240563972, 2.0746831329863844, -3.8956982586320628, -1.366840829187947, 0.15038899666865777, -0.27775213360672196, -2.716106369762848, -0.9258404453557164, 14, 4, 0, 0.0, 0.0, 0.0, 4.29599164213453, 0.8547536732321324, 0.0, 0.0, 
vgg11_bn, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round3_results\run1\vgg11_bn_log.csv, -1.162952754469701, 6.801727934681253, -5.7190941002010796, -0.8531401526790122, 2.769503625007456, -0.27988996251072007, -1.9494755860705701, 0.764818398938018, 1.3202733459098634, -0.49912062482328357, -1.1730573298683526, -0.07171106869596056, 0.617879987084561, 0.29604495573955747, -0.9546717137452752, 0.41544175404409867, 77, 34, 22, 28.57, 11.69, 16.88, 19.13222667149135, 2.015566634527351, 0.5774, 0.4122, 
vgg13_bn, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round3_results\run1\vgg13_bn_log.csv, -1.4044623928599211, 2.2595401912137585, 6.779763867978703, -7.0870029372439385, -0.9104733108241471, 2.3264372720754194, -1.5031669412406483, 0.27535608592838745, -0.8028632926116126, 0.367006120462676, -0.025493838769393484, 0.6768220926190525, -0.9744640455655316, 0.22157832466843952, 0.5057025012036644, -0.25306414948855444, 49, 19, 10, 20.41, 4.08, 16.33, 23.534957803025538, 1.7744304627356962, 1.0123, 3.8568, 
vgg16_bn, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round3_results\run1\vgg16_bn_log.csv, -3.258096695800419, -1.2322311096237388, 6.6914780095301225, -0.54772384196339, -0.8675465481311067, 0.17922980650974962, -0.13260245273341617, -0.6022212512956251, 0.555540730887881, -0.5923633873548311, -0.9719409780282797, 0.2915380106349412, 1.5966945963332417, -0.19844799368134913, 0.6859792232462485, -0.684873237025911, 40, 19, 9, 22.5, 10.0, 12.5, 25.51388438344002, 1.8665879141563941, 1.072, 4.266, 
wide_resnet101, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round3_results\run1\wide_resnet101_log.csv, -1.3512312853086805, -0.13957824251972575, 3.720661010809723, -1.3995350894436667, -0.6159253064375576, 0.6846588282388775, 0.20506245107884846, -0.11504880943027351, -0.0391902881527344, -0.6795976198894704, -0.6151467945954189, 0.6986129856388987, 0.29132772848960165, -0.3455912695818181, -1.001307435403748, 1.0554724222292025, 48, 20, 13, 27.08, 10.42, 16.67, 36.987455566724144, 3.826805885801587, 0.4522, 0.3426, 
wide_resnet50, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round3_results\run1\wide_resnet50_log1.csv, 0.39283664943000274, 0.5009380314522814, 0.26771205605215703, -0.9582986384701215, 0.9700440129396154, -0.2667436791910828, 0.651360362839827, -0.6393472520971406, -0.7061612243956996, 0.05965952135847973, 0.2648410973016255, -0.22244690368753461, 0.8007572346098373, 0.46194283961242166, 0.0896340856162933, -1.6142197370731637, 48, 29, 11, 22.92, 12.5, 10.42, 21.454036300625, 1.9814708224192221, 0.5468, 0.5388, 
