architecture_name,csv_filepath,b0, b1, b2, b3, b4, b5, b6, b7, b8, b9, b10, b11, b12, b13, b14, b15, num_models, poisoned_model_count, num_erroneous_models,total_error_percent [%], fp_error_percent,fn_error_percent,avg_exec_time,stdev_exec_time, avg_cross_entropy_loss, stdev_cross_entropy_loss 
densenet121, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round4_results\run1\densenet121_log.csv, 4.077146909323105, -0.2418236751383656, -3.6775070431364387, 0.22434278752643055, 0.35974145350321013, -0.9835666126120033, 1.159640933017505, -0.1052593497268669, -0.2962012867946171, -0.38654483073414814, 0.4615506171591459, 0.13798405128882374, -0.1596792507778888, -0.554279223359696, 1.153636862126228, -0.608698135497392, 64, 36, 19, 29.69, 14.06, 15.62, 16.43680552020669, 1.3498759679270707, 0.5333, 0.3471, 
inceptionv1(googlenet), C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round4_results\run1\inceptionv1(googlenet)_log.csv, -3.744448160812143, 1.50823063760063, 2.98607861252054, 1.8743398181973627, -2.0047557221766956, 0.1605069437525175, 0.29734256841631934, 1.83147522716581, 0.5950670669710336, -0.6780290987723174, -1.7605015350140945, -0.5645377219779801, -0.09049688244285226, -0.0009032882713003176, 0.1737691048721472, -0.03375769609652199, 57, 31, 14, 24.56, 15.79, 8.77, 15.583759931095859, 1.7512432045546287, 0.4464, 0.3794, 
inceptionv3, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round4_results\run1\inceptionv3_log.csv, -0.3857034371077246, 0.5315891008201882, 0.7724898842447627, -1.1453229789398685, 0.6559331316810586, 0.35990926354542435, 0.03881001725859909, 0.24800228448478767, -0.341590502563637, -0.16389002962895638, 0.18725372010136096, 0.10809996595927779, -0.2528563045816499, -0.04436247918058611, 0.07004050603486749, -0.4405083679437785, 70, 40, 29, 41.43, 27.14, 14.29, 15.455581978389196, 2.11606825560537, 0.64, 0.2987, 
mobilenetv2, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round4_results\run1\mobilenetv2_log.csv, 0.297517470896574, 1.1067660277124265, 4.327061699122066, 1.9896072869749597, -5.693450898498508, 2.5858553870910703, -4.591104372801787, -0.5813173689214459, 1.955589318635671, 2.730541952688635, -2.0690123707568233, -5.120959069490941, -0.031198909267142416, 2.2975309378010085, 5.31188965125605, -2.4012764293017423, 59, 23, 13, 22.03, 5.08, 16.95, 6.706343315415463, 0.9469330726667413, 0.4635, 0.3939, 
resnet101, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round4_results\run1\resnet101_log.csv, 1.2806758860280931, 0.48424621562683934, 0.9937420353978502, -1.7980376671810574, 0.9342684303398232, -0.885686974933087, -0.9593658543009518, -1.4630875646731507, -0.6642841665361555, 0.9878120624649217, 2.363458901557073, 0.4856305011453381, 0.12227217296628387, -1.2246876357996463, 0.8407400636943645, -1.278849524169866, 30, 21, 2, 6.67, 6.67, 0.0, 22.672936487197877, 4.0647806078468465, 0.3095, 0.2766, 
resnet18, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round4_results\run1\resnet18_log.csv, 3.291707074899895, 0.9034876527921398, -2.358972424724907, -0.7665114059417848, 1.6305599947147136, -1.25595225917384, -3.6249207192127066, 2.3829267564606855, -0.41541407209903153, 2.885330399694609, -1.2799392726036405, 0.3515357313509157, -1.3634818157551873, 0.14274902152773222, 0.14701510542963758, -0.35809172267710965, 77, 42, 22, 28.57, 10.39, 18.18, 5.907279256102327, 0.9766869830248917, 0.5219, 0.3415, 
resnet34, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round4_results\run1\resnet34_log.csv, 2.6760704477527795, 1.8193214301290042, -2.4551150011760745, 1.642353643321525, -1.1566370855390287, -0.8225776631724989, 0.3698740149859603, -0.6752550683965175, -0.5100657456128056, 0.09448350749327539, -0.6784727764209333, 0.5791984905839112, -0.24131504403163517, 0.01186311030710463, -0.278500916294409, -0.11633464090357859, 87, 40, 33, 37.93, 10.34, 27.59, 9.10967868498002, 1.7554449263468699, 0.6241, 0.3018, 
resnet50, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round4_results\run1\resnet50_log.csv, 0.4375365098863391, -0.26698075754483763, 0.9592797717317227, 0.06433279472381401, 0.08941180488023823, 0.7632219607596401, -0.38458439653425214, -0.46732079400090487, -0.5145912786484165, -0.6354714925841165, -0.20638795178188166, 0.38825384828890774, -0.32756608636614765, 0.4663619145426357, -0.44375140331845175, 0.4901240493759997, 62, 34, 19, 30.65, 17.74, 12.9, 13.655151036477857, 2.0240092533707745, 0.5682, 0.3761, 
shufflenet1_0, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round4_results\run1\shufflenet1_0_log.csv, 0.5343502727831383, 0.11917066922324604, 0.0696538911791789, -0.6118560544607774, -0.7647243014587172, 1.548589474362354, -1.0124618566546495, 1.204496197137416, -0.04962994495875671, 0.822509148611705, -0.5271589941243076, -1.1227325548597265, -2.0987174963139084, 0.8006971519872421, 1.088291757358056, 0.3675468022397595, 55, 29, 16, 29.09, 14.55, 14.55, 6.367390498248014, 1.2997600598085544, 0.5197, 0.4548, 
shufflenet1_5, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round4_results\run1\shufflenet1_5_log.csv, 0.6162182062401294, 0.32279848292440594, 0.34180330282372173, -0.18647016961132948, -0.5294366990120027, -0.7844968365066276, 0.5014448055305537, 0.21971610570632572, -0.05485494913060543, 0.7105375546694572, -1.4778201478455404, 0.05730576206889299, -2.8159374376224244, 1.8938507531566282, 1.5857992049950522, -0.2695174952285548, 65, 34, 17, 26.15, 13.85, 12.31, 6.159017339119544, 0.9415424112990339, 0.492, 0.3629, 
shufflenet2_0, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round4_results\run1\shufflenet2_0_log.csv, 0.6453578728608905, -0.32148434634165757, 0.028083275049423123, -0.32378751512996906, 0.5756370912770821, -0.5689540675298739, -0.24334739779996123, -0.12775174694937982, 0.24523079711064785, 0.09529419000912531, 0.06073638981069911, 1.3540896709296415, 2.050894363723181, -1.6943378011315546, -2.328669114276416, -0.024198869525685895, 76, 34, 22, 28.95, 14.47, 14.47, 8.137176039971804, 1.0351294644824987, 0.6091, 0.4159, 
squeezenetv1_0, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round4_results\run1\squeezenetv1_0_log.csv, 4.562527240287062, -0.130250458461678, 0.12859060401377104, -0.3246469869613041, -0.5149741412302584, 0.6552297181188985, -0.5344124171732351, -0.45092578955237145, -0.17517961589716652, -0.316382374676844, -0.3894181750836236, 0.6178669538891122, -0.785929469358579, -1.3519085505374506, -0.22072805128881187, -0.7690178029185373, 86, 33, 22, 25.58, 6.98, 18.6, 5.603669075078742, 1.0541961325510105, 0.5848, 0.4735, 
