architecture_name,csv_filepath,b0, b1, b2, b3, b4, b5, b6, b7, b8, b9, b10, b11, b12, b13, b14, b15, b16, b17, b18, b19, b20, b21, b22, b23, b24, b25, b26, b27, b28, b29, b30, b31, b32, b33, b34, b35, b36, b37, b38, b39, b40, b41, b42, b43, b44, b45, num_models, poisoned_model_count, num_erroneous_models,total_error_percent [%], fp_error_percent,fn_error_percent,avg_exec_time,stdev_exec_time, avg_cross_entropy_loss, stdev_cross_entropy_loss 
GruLinearModel, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round5_results\nisaba_run3\scratch_r5-nS45-nD100-reset\GruLinearModel_log.csv, 2.265564079401897, 0.06030296535427619, -0.22171289391605303, -0.12206197696211334, -0.44830762879281233, -0.015624153465292643, -0.12497964526045602, -0.20306992150899392, 0.25625792695509986, -0.5761916074984312, -0.1310118528336358, 0.004472124538450874, 0.3064419886318124, -0.3772030774719235, 0.6859090040497002, -0.6569101932847333, -0.36855932437683336, 0.705712344684116, -0.2108172824701584, -0.06978199527729514, -0.032140394958854415, -0.1510337464319091, -0.06986114771160512, -0.6519714964796292, 0.003186353216103494, 0.0031863532161034245, 0.0031863532161034245, 0.0031863532161034245, 0.0031863532161034245, 0.0031863532161034245, 0.0031863532161034245, 0.0031863532161034106, 0.0031863532161034245, 0.0031863532161034245, 0.0031863532161034228, 0.0031863532161034228, 0.0031863532161034228, 0.0031863532161034228, 0.0031863532161034228, 0.0031863532161034228, 0.0031863532161034297, 0.0031863532161034297, 0.0031863532161034297, 0.0031863532161034228, 0.00318635321610352, 0.0031863532161029925, 837, 423, 232, 27.72, 15.17, 12.54, 10.834836685353514, 0.43384353848559387, 0.5505, 0.4618, 
LstmLinearModel, C:\PeterB\Projects\TrojAI\paper\baseline-trojan-detection-paper\round5_results\nisaba_run3\scratch_r5-nS45-nD100-reset\LstmLinearModel_log.csv, 1.9856969824632618, -0.212017045508934, -0.7578331485725259, 0.3257550044184198, 0.1362432038919576, -0.39148441225717223, -0.49375115043586415, -0.15760485935764498, 0.4715549545042447, -0.28720476841284853, -0.030973144087983396, -0.30400738712565567, 0.7666368707688354, -0.23146684614742027, -0.41429502442839133, 0.2811043867137426, -0.18049674038103408, 0.07574162034713058, -0.1326375655917326, -0.23387675323289622, 0.11994732711310556, 0.417091936614217, -0.35447713330022823, -0.8543513761698482, 0.015536612583070581, 0.015536612583070248, 0.015536612583070248, 0.015536612583070248, 0.015536612583070248, 0.015536612583070248, 0.015536612583070248, 0.015536612583070248, 0.01553661258307022, 0.01553661258307022, 0.015536612583070222, 0.015536612583070236, 0.015536612583070236, 0.015536612583070236, 0.015536612583070236, 0.015536612583070236, 0.015536612583070264, 0.015536612583070264, 0.015536612583070264, 0.015536612583071305, 0.015536612583071, 0.01553661258307025, 819, 405, 230, 28.08, 16.97, 11.11, 12.037371878797627, 0.45891863611358175, 0.6084, 1.0383, 
